initial_account,next_account,step,amount,newbalanceorig
C1047335023,C1970958530,444,1186725.39,0.00
C1841711424,C622012367,444,178616.12,0.00
C1297114741,C1962820602,444,440581.15,0.00
C1850675328,C7396544,444,541486.74,0.00
C1110061558,C1628647605,445,100433.21,0.00
C10702255,C1366837839,445,2277862.67,0.00
C1861496569,C286946367,445,72901.03,0.00
C1751529795,C1669818195,446,7782452.17,0.00
C1614403626,C802921475,446,171878.27,0.00
C1728700338,C1489729408,446,311487.14,0.00
C1998926306,C619524298,446,2720647.79,0.00
C1674336510,C31094949,446,398041.98,0.00
C1938630563,C138592034,446,239095.53,0.00
C1391274777,C1330816547,447,834592.40,0.00
C680549889,C682169691,447,219178.49,0.00
C1632929877,C2080860593,447,3339489.46,0.00
C786548391,C1008141615,447,3965182.83,0.00
C2050839128,C8466598,447,155121.58,0.00
C1634310470,C826378920,448,14133.69,0.00
C551192635,C1704120261,448,369505.41,0.00
C966717890,C1756376418,448,432544.68,0.00
C743603317,C1963533045,449,133632.24,0.00
C692202599,C1404927892,449,166880.54,0.00
C635739031,C829764239,449,1965786.11,0.00
C754902447,C201681253,450,146061.11,0.00
C982513894,C865044477,450,36267.62,0.00
C1271248505,C78762401,450,21708.13,0.00
C105750198,C1172379830,450,422261.63,0.00
C524119157,C1979637041,450,10000000.00,9228514.10
C920327149,C118210084,450,9228514.10,0.00
C1343500180,C284636751,450,133057.11,0.00
C777044549,C89609219,450,1463764.35,0.00
C1329487815,C1936702457,451,9265.43,0.00
C733845370,C1425128293,451,475693.24,0.00
C1275005774,C1128985646,452,63262.94,0.00
C1477586121,C2081301197,452,624015.52,0.00
C523315738,C1520782025,452,227349.18,0.00
C599862051,C220508389,452,1138384.29,0.00
C1538555812,C1230453143,452,7578130.45,0.00
C1443740367,C465493916,453,134725.66,0.00
C897190163,C2117423610,453,2600970.32,0.00
C1674374999,C1352876312,453,1028486.59,0.00
C1285139783,C2050267427,453,553328.24,0.00
C545398254,C657638073,454,1172700.63,0.00
C1287154806,C351712967,454,404185.57,0.00
C270286609,C311232614,454,278577.60,0.00
C2093423573,C1147445635,455,338083.76,0.00
C1155509146,C1138077225,455,7618.49,0.00
C517758721,C121014715,455,2108589.59,0.00
C572669478,C899620238,455,542222.77,0.00
C1572407780,C892688622,455,332.36,0.00
C874085933,C2077005975,456,448266.86,0.00
C571696283,C340828714,456,4017972.88,0.00
C1322381590,C876969670,456,30548.46,0.00
C1807237119,C1910239392,456,10000000.00,585396.14
C732924093,C1550431717,456,585396.14,0.00
C1726453809,C1824298603,456,79717.14,0.00
C1733734380,C1612257977,456,760984.58,0.00
C556813703,C1076802652,456,38180.99,0.00
C449877864,C727110696,456,13914.81,0.00
C202768349,C568155079,457,173020.24,0.00
C828404341,C1030933184,457,283415.10,0.00
C1089341002,C1168895160,457,145482.09,0.00
C870245711,C143653184,457,1017016.67,0.00
C2075685093,C1475814137,457,879136.17,0.00
C2126395117,C999470580,458,256556.98,0.00
C1165837899,C2049883242,458,167806.93,0.00
C1032891419,C347989965,458,22140.87,0.00
C1504417393,C413981813,459,4153.02,0.00
C1045907901,C1384446029,459,46130.88,0.00
C1788207069,C2113625922,459,1153156.00,0.00
C1304518547,C230736806,459,277611.08,0.00
C2008095547,C2016906281,460,76548.48,0.00
C1107781229,C2074418507,460,998086.61,0.00
C1506089450,C1564280287,460,2059980.16,0.00
C847706686,C719419922,460,440962.56,0.00
C1558078875,C1062681354,460,414095.91,0.00
C155431672,C1327043210,460,58058.98,0.00
C2100813963,C2073514796,460,217666.25,0.00
C777622163,C413417554,460,1424002.70,0.00
C915102234,C475837987,461,1464614.79,0.00
C1269763321,C7990337,461,6273660.45,0.00
C469537628,C161770106,461,1028284.82,0.00
C1460980455,C698942634,461,125153.57,0.00
C1642150548,C1757788418,461,830991.53,0.00
C1856023832,C625389009,461,873356.47,0.00
C32167725,C1980945664,461,227955.85,0.00
C1210027591,C673284647,461,226689.16,0.00
C1101966116,C1518422608,462,151994.59,0.00
C1976332867,C1903233179,462,4342582.37,0.00
C244092764,C1927485075,462,67921.66,0.00
C1418607659,C1595540217,462,102464.68,0.00
C2067653411,C1402116137,462,46190.90,0.00
C750908080,C279725072,462,155028.83,0.00
C579573451,C987393521,462,167743.93,0.00
C1474789260,C991335856,462,1433038.32,0.00
C1158527799,C1983304819,463,4152435.91,0.00
C1604466708,C1732055737,463,1168274.14,0.00
C1042499011,C1660783549,463,279826.54,0.00
C1548769886,C1779956771,463,1968008.53,0.00
C60906417,C1482453836,463,219300.76,0.00
C180932654,C1673286866,464,4640633.37,0.00
C1991993954,C1163515588,464,880975.83,0.00
C357942750,C1229695480,464,1219062.64,0.00
C2080701542,C446782589,464,1027963.96,0.00
C132433393,C254097050,464,125464.42,0.00
C1107109708,C2110704276,464,1506795.10,0.00
C2018450953,C1122913595,464,86111.65,0.00
C1108270870,C815315430,464,336917.97,0.00
C939367162,C2087484651,465,2577489.07,0.00
C1663837850,C76747824,465,563388.67,0.00
C470923235,C588226024,465,461255.26,0.00
C1504640849,C1013931672,465,44946.20,0.00
C43271707,C2144586539,465,4690769.98,0.00
C1704841255,C1345313578,465,1760061.57,0.00
C952245558,C2101227966,466,104171.37,0.00
C1197632627,C736141903,466,4364760.42,0.00
C549647828,C13373079,466,230806.85,0.00
C1057975418,C864888723,467,171623.10,0.00
C904059459,C1237495348,467,5937.19,0.00
C581609779,C224105862,467,2108440.98,0.00
C280460099,C1478799121,467,269722.42,0.00
C747042147,C310235538,467,636942.02,0.00
C1294019179,C63457750,467,144283.42,0.00
C1125545468,C1693214292,468,1165187.89,0.00
C618333968,C830994571,468,764646.40,0.00
C161250720,C314194629,468,155926.42,0.00
C851249845,C2109638287,468,652782.54,0.00
C1459301109,C1248513597,468,1455382.05,0.00
C10974087,C1896366978,468,19952.89,0.00
C2061241585,C558432551,469,4417191.86,0.00
C568285041,C867659609,469,245106.78,0.00
C1519426085,C1185086386,469,10000000.00,6484526.80
C2041942844,C1100722756,469,6484526.80,0.00
C182934676,C1568271281,470,913684.05,0.00
C1053675722,C503599136,470,8177.04,0.00
C1393439924,C851338379,470,2198220.97,0.00
C2075115765,C2025150574,470,2859010.61,0.00
C504859386,C1412133328,470,864994.24,0.00
C1360860736,C832749526,470,120843.94,0.00
C653557164,C37138390,471,504344.93,0.00
C2045012639,C529372268,472,586801.30,0.00
C957619820,C1424435329,472,2739869.62,0.00
C951821221,C1535144828,472,653983.93,0.00
C1431701654,C906449417,472,63440.63,0.00
C731157772,C182956313,473,70239.81,0.00
C1833923167,C2045180381,473,417620.07,0.00
C528147634,C1140712757,473,36996.83,0.00
C307539719,C434694643,473,179700.14,0.00
C53019393,C304768770,473,7009.93,0.00
C1618990848,C959315595,474,87167.88,0.00
C535716283,C1659926495,474,149975.43,0.00
C687615410,C1163176037,474,1499869.54,0.00
C107566089,C956043310,474,1165171.47,0.00
C932045964,C69741433,475,1064995.85,0.00
C1483122432,C1940362937,475,876753.11,0.00
C644302607,C457206167,475,20111.45,0.00
C5272295,C1553362573,475,71511.19,0.00
C806333119,C922111429,475,9511.69,0.00
C1596047986,C1251374638,475,11424.36,0.00
C1481115689,C370888897,475,29611.08,0.00
C1023402674,C1914393339,476,468599.79,0.00
C1637636459,C514013862,476,1146381.44,0.00
C961613398,C1939685950,476,1048.63,0.00
C883298030,C441954287,476,37394.15,0.00
C958803448,C229298168,477,338293.14,0.00
C2023738276,C1104022737,477,6646879.72,0.00
C1490771263,C486822956,477,9639524.70,0.00
C535695455,C888712424,477,1720600.92,0.00
C1885333477,C742632200,477,815297.90,0.00
C1119251343,C1394440708,478,2254718.25,0.00
C1357479917,C2091222833,478,829286.58,0.00
C1783931496,C10748060,478,51183.25,0.00
C1780532253,C2065569880,479,6669495.34,0.00
C805718496,C1770271268,479,799517.33,0.00
C159173164,C1585124596,480,146743.13,0.00
C2060560456,C297560462,480,181104.66,0.00
C1053760019,C902583523,480,644781.76,0.00
C349322282,C1470984619,481,130668.56,0.00
C1457867360,C1143524875,481,305183.84,0.00
C1544182108,C1927390532,481,190215.18,0.00
C1215783470,C1131260473,481,832811.84,0.00
C2136325294,C1970232075,481,1710180.37,0.00
C1415686677,C384177810,481,20296.68,0.00
C703367289,C428179224,481,548677.33,0.00
C1898408959,C38559733,482,732198.35,0.00
C807173004,C1577384296,482,75659.33,0.00
C677179162,C520559752,482,132438.82,0.00
C1918912745,C1999367128,482,1059347.56,0.00
C792080112,C1606793865,482,296186.51,0.00
C1888769481,C1653981424,482,1451083.08,0.00
C1162461767,C1883074444,482,37831.15,0.00
C561470318,C1565320699,482,24382.08,0.00
C1713336918,C1279746199,483,3488355.65,0.00
C149249593,C210740885,483,7576324.61,0.00
C1418432811,C1543578666,483,22990.73,0.00
C701300416,C2001415186,483,526119.49,0.00
C1373191789,C542398643,484,67692.41,0.00
C1677319859,C581356334,484,156220.74,0.00
C755286039,C2094079166,484,26654.46,0.00
C1844195426,C832338176,485,3351304.78,0.00
C1505030258,C275418011,485,277485.25,0.00
C1398662623,C840864986,485,53107.96,0.00
C600644430,C1183535106,485,2755588.11,0.00
C899490900,C1200745570,485,1425802.24,0.00
C17156930,C1931513332,485,471906.60,0.00
C1190315879,C1109288229,486,143500.62,0.00
C1899244815,C1848485369,486,4505012.56,0.00
C1298336422,C66079679,486,1290619.25,0.00
C2140495649,C423543548,486,214793.32,0.00
C1295000556,C1061559557,487,609400.88,0.00
C56372848,C583505603,487,1610110.66,0.00
C509024717,C136074678,487,321307.31,0.00
C1553540945,C758612821,487,1205760.86,0.00
C467131548,C170544554,487,882637.83,0.00
C1573491047,C1416004532,487,367980.99,0.00
C863742411,C1644420879,487,1035401.20,0.00
C260298539,C1861429530,488,50279.40,0.00
C928616706,C911339546,488,27696.89,0.00
C726617458,C1996615895,488,326052.83,0.00
C46940943,C1142866922,488,5363795.31,0.00
C289774611,C359505480,489,101081.12,0.00
C984959096,C134109335,489,934314.89,0.00
C1144230283,C1501063702,489,7515624.63,0.00
C65259597,C355360625,489,107128.17,0.00
C2071075791,C2019441541,489,177925.98,0.00
C1481892464,C1868266376,489,1189986.88,0.00
C1002895272,C2080434931,489,4241.44,0.00
C996566642,C1200267069,490,1048388.34,0.00
C48098605,C1547394308,490,1927403.83,0.00
C404384076,C1947044006,490,422648.87,0.00
C2071106864,C548881736,490,3641525.70,0.00
C923004972,C243729608,490,1106295.77,0.00
C542986012,C628613220,491,449199.47,0.00
C816802649,C1270749460,491,1265033.25,0.00
C1898490203,C228352671,491,1122827.94,0.00
C12585107,C1287650869,491,580387.06,0.00
C946427395,C922180689,491,1381513.27,0.00
C1069177491,C131895413,491,25616.71,0.00
C1911667833,C423310949,492,2985840.40,0.00
C937734682,C122818160,492,1059682.92,0.00
C2111179588,C581054448,492,162192.78,0.00
C1579869749,C1291615113,493,1214511.61,0.00
C1141104763,C1209725124,493,144452.14,0.00
C317779855,C1088161711,493,567729.52,0.00
C1640703547,C2025320594,493,605108.36,0.00
C973279667,C2055520993,494,7078157.11,0.00
C1267328802,C593181726,494,503620.99,0.00
C964891508,C262568847,494,3642569.29,0.00
C1648943042,C1134805695,494,103909.10,0.00
C1033789899,C361594462,495,255286.59,0.00
C1055011986,C182489820,495,987470.17,0.00
C1311695181,C603927604,495,1248344.84,0.00
C1386844753,C808323881,495,1301090.39,0.00
C185461868,C91345740,495,58737.53,0.00
C1143038776,C742185953,495,197943.10,0.00
C136928681,C689814483,495,296940.32,0.00
C900480774,C667043624,495,797710.80,0.00
C698568387,C137059515,496,174725.11,0.00
C2014325113,C432435900,496,766151.45,0.00
C1936176559,C892298445,496,30171.95,0.00
C1534934111,C1232151858,497,2123610.45,0.00
C673357794,C497497385,497,1939519.45,0.00
C1046272255,C1677911450,497,1416055.74,0.00
C557530807,C1466553904,497,10000000.00,3695429.98
C1497936234,C305200409,497,3695429.98,0.00
C328303267,C1304018729,497,462441.03,0.00
C1455972022,C811273575,497,1177100.83,0.00
C480126375,C1995515228,497,918087.96,0.00
C2046482724,C2067556284,497,224570.45,0.00
C1045717877,C2003987697,497,141586.27,0.00
C1691381242,C2147250733,498,95064.86,0.00
C2091936123,C843542552,498,142791.28,0.00
C905449086,C1254399120,498,1028515.56,0.00
C1013419575,C1389517539,498,207261.07,0.00
C1764331146,C458755308,498,10000000.00,9593838.63
C1050497545,C457890781,498,9593838.63,0.00
C1925386760,C1909453139,499,558136.45,0.00
C2117568077,C1238599279,499,488243.65,0.00
C226825556,C526627730,499,705529.08,0.00
C427871642,C590191709,499,116530.20,0.00
C1244562453,C1559662408,499,43308.07,0.00
C676595441,C1168246841,500,930970.44,0.00
C2086908548,C418623592,500,21832.43,0.00
C2091895045,C1852963634,501,705647.68,0.00
C22591109,C1801693441,501,1254775.16,0.00
C201944143,C167433721,501,824841.09,0.00
C29170093,C914441096,501,1318024.48,0.00
C1812075808,C656119442,501,772379.36,0.00
C1985220781,C1058239852,501,6183238.55,0.00
C149938639,C1918368485,501,9301213.46,0.00
C692473125,C695203021,501,472808.24,0.00
C1750444391,C854032336,501,185391.82,0.00
C50880393,C590550775,501,10000000.00,8020192.15
C1191681942,C916997353,501,8020192.15,0.00
C2118127422,C1915328569,501,73328.47,0.00
C1736430131,C735378190,501,161024.80,0.00
C151499440,C870411715,501,534470.98,0.00
C538641339,C1444289566,502,73051.02,0.00
C64369214,C189270859,502,613020.85,0.00
C1980530073,C1685608858,502,66066.73,0.00
C1619207700,C1332058815,502,1673066.07,0.00
C1927843897,C1253561836,502,4758180.79,0.00
C1679714245,C45579719,502,669536.75,0.00
C1645429111,C1386808946,503,993088.06,0.00
C1336518891,C1940750830,503,861189.54,0.00
C873811972,C1296531770,503,56290.17,0.00
C1112029444,C1819822165,503,251683.05,0.00
C578374752,C1508064575,503,854065.31,0.00
C678590002,C1721123505,504,262678.53,0.00
C1107477281,C1615965100,504,219278.81,0.00
C1421370456,C386359877,504,3018810.85,0.00
C1877863116,C1533281477,504,138048.52,0.00
C355341825,C1803466498,504,1380940.73,0.00
C1960849749,C785239841,505,2251225.38,0.00
C1987026797,C1139368675,505,4553004.39,0.00
C2129553279,C1601194258,505,745156.83,0.00
C1904352957,C436096516,505,2979972.78,0.00
C1355391463,C1870887119,506,1048100.00,0.00
C1784131536,C585236390,506,575082.97,0.00
C260657856,C801890101,506,10000000.00,7041719.54
C295695808,C1634584019,506,7041719.54,0.00
C1998191223,C1458219596,507,269476.09,0.00
C1613024092,C1699421282,507,244153.94,0.00
C277466735,C1988225772,507,2291498.65,0.00
C815279404,C388526228,507,781183.07,0.00
C472872329,C819459156,507,227304.91,0.00
C1386014813,C407821637,507,10000000.00,7239986.95
C1855522502,C2122742965,507,7239986.95,0.00
C497827854,C865907227,508,385050.58,0.00
C1965622293,C632271407,508,218350.42,0.00
C325422027,C434577794,508,350233.08,0.00
C2101272000,C255541655,509,23413.67,0.00
C419252042,C903832238,509,407320.01,0.00
C434841874,C1134131764,509,40836.05,0.00
C1019433665,C90138221,509,2656973.04,0.00
C96305554,C1951018311,509,1994525.04,0.00
C705419652,C252146807,509,120411.90,0.00
C1504021552,C1271314586,509,418871.89,0.00
C1554179748,C1181413990,510,844348.52,0.00
C1737336360,C328014311,510,3425386.69,0.00
C1633390625,C1517406910,510,550231.35,0.00
C1539613036,C1789883459,510,177137.79,0.00
C1447355548,C110798588,510,3178881.71,0.00
C421782533,C2098308110,511,150929.12,0.00
C507368494,C1527314462,511,1367070.94,0.00
C1751683841,C1911344900,511,2491.85,0.00
C1873188115,C315115812,512,684266.09,0.00
C1305247312,C2071973719,512,1319703.76,0.00
C1466563113,C1693955122,512,8991625.83,0.00
C248536577,C1475442278,512,430207.22,0.00
C1354307131,C2111981728,512,718350.64,0.00
C139582618,C574551822,512,127120.88,0.00
C525368307,C576603787,513,159724.42,0.00
C1956153876,C515991541,513,100762.66,0.00
C1780909298,C1196822116,513,168033.36,0.00
C1898980323,C458386953,513,1530378.45,0.00
C1983049564,C991884461,513,217506.28,0.00
C132837208,C457634395,514,10880.26,0.00
C424417978,C1218914376,514,137605.04,0.00
C278286115,C1132642715,514,713404.60,0.00
C642807002,C177097272,514,10000000.00,5912204.00
C1709845779,C1035435015,514,5912204.00,0.00
C1210787759,C149454749,514,3551771.18,0.00
C1229636623,C349802040,514,48340.79,0.00
C276602564,C58143708,515,290211.26,0.00
C482842350,C1815024407,515,124465.49,0.00
C1711121415,C27575040,515,12804.74,0.00
C877406862,C311261676,516,423660.73,0.00
C387226180,C1242120613,516,848134.57,0.00
C744665522,C299290002,516,346293.24,0.00
C266064444,C33901229,516,414794.23,0.00
C315155195,C224104774,516,10000000.00,12625132.51
C1530285171,C705319954,516,10000000.00,2625132.51
C1656607369,C391839907,516,2625132.51,0.00
C86350927,C1577873680,517,4993938.87,0.00
C735610108,C1408037662,517,699183.61,0.00
C308889454,C141414644,517,555328.55,0.00
C494221581,C1477702767,518,242896.12,0.00
C199518027,C519508909,518,1165187.89,0.00
C1780908136,C70941868,518,22048.19,0.00
C492567713,C1040142745,518,95105.01,0.00
C1390328972,C849805012,519,105491.11,0.00
C1153466023,C1719300863,519,1558.46,0.00
C811362525,C1819509063,519,21738.98,0.00
C923759331,C289680070,519,1644253.61,0.00
C1309155420,C1022058652,519,108994.49,0.00
C448865084,C154141586,519,1049424.26,0.00
C649961237,C1812152397,520,3283695.97,0.00
C955101286,C1205312123,520,2871898.50,0.00
C779464023,C1165490053,520,1459180.14,0.00
C1540627735,C1584956712,520,5469910.99,0.00
C270550084,C1331040083,520,53325.60,0.00
C1169625105,C1123290650,520,658855.33,0.00
C1471407934,C1180721612,521,98086.09,0.00
C1720256828,C1859977645,521,5087422.03,0.00
C1051865605,C2005579238,521,48734.24,0.00
C1601578028,C49314331,521,157277.00,0.00
C66538497,C586669216,521,525155.79,0.00
C1551473750,C1759829035,521,28835.93,0.00
C442425098,C684431527,521,27483.79,0.00
C1333169684,C722968916,522,1752606.15,0.00
C802285127,C1728741843,522,1543975.74,0.00
C1845085414,C1517088370,522,59250.11,0.00
C2104935185,C1426723471,522,146908.38,0.00
C1184365797,C1197863823,522,545780.70,0.00
C2131112952,C1058934760,522,73561.74,0.00
C411677025,C1526938808,522,101408.84,0.00
C1672263305,C1495920841,523,7603589.38,0.00
C946605831,C417515200,523,160186.79,0.00
C2053342988,C1967338222,523,951451.17,0.00
C220852922,C1681916503,523,2135320.18,0.00
C2080970760,C723423255,523,121543.83,0.00
C1169186485,C933941946,523,120598.96,0.00
C1325096505,C427393645,523,921894.19,0.00
C2025900905,C860186566,523,497928.97,0.00
C538300910,C158509882,523,4623764.68,0.00
C1918934955,C2113597324,523,159094.64,0.00
C315569976,C1189969071,523,248799.49,0.00
C1144476681,C899185516,523,1200702.71,0.00
C1800046297,C125702772,523,10000000.00,5999376.79
C1206710867,C2020321619,523,5999376.79,0.00
C1090051893,C1403321467,523,25819.42,0.00
C263849171,C1903470107,524,232315.43,0.00
C768066152,C1886597663,524,356224.26,0.00
C1590627375,C272145854,525,203280.85,0.00
C298176113,C1307679452,526,210525.95,0.00
C1980512356,C591114803,526,199940.02,0.00
C1346194314,C2046261868,526,319883.28,0.00
C57383792,C474654746,526,377038.53,0.00
C1257308807,C1842247299,526,606920.11,0.00
C136863855,C461054573,526,200008.33,0.00
C1749621461,C1910771897,527,1094419.89,0.00
C1153823414,C973123570,527,79323.25,0.00
C2043835965,C1646194293,527,6087.58,0.00
C610113599,C1123337350,528,181224.98,0.00
C927887851,C1921605128,528,2173367.35,0.00
C1409061891,C1663472922,528,501101.41,0.00
C1229752535,C1345788432,528,11070.29,0.00
C1635920550,C942070496,528,311234.46,0.00
C1614163884,C345391268,528,1016302.60,0.00
C612108923,C1962731404,528,392767.71,0.00
C1982613524,C1995262823,529,1773151.32,0.00
C1420554412,C424524612,529,1399724.98,0.00
C1973530723,C689231463,529,1679154.56,0.00
C836986280,C1080337447,530,398711.68,0.00
C1798813609,C488265159,530,19576.96,0.00
C1894511289,C780914963,530,387773.97,0.00
C1687894218,C943795253,530,148680.12,0.00
C83063124,C1421025429,531,1312406.14,0.00
C1934752840,C221266057,531,3547485.43,0.00
C558321458,C1072132804,531,834203.65,0.00
C923057067,C247187997,531,4791.06,0.00
C56420164,C840005543,531,13074.53,0.00
C1722830841,C394038835,531,29637.03,0.00
C1354536718,C927202154,531,6392800.85,0.00
C1984333377,C382299931,532,188097.08,0.00
C1828919793,C1458046968,532,254719.63,0.00
C2071768911,C922817338,532,634046.89,0.00
C2050862672,C905665675,533,878034.02,0.00
C1028433606,C1309625211,533,1303029.52,0.00
C11425665,C1844668736,533,3439121.37,0.00
C977625973,C1844577837,533,18042.11,0.00
C1851117784,C705045817,533,495977.84,0.00
C709213920,C565737744,533,400517.07,0.00
C447114205,C1658435419,534,209340.53,0.00
C98283050,C1232672480,534,136245.39,0.00
C1127605507,C1392260750,534,771024.82,0.00
C31495948,C1914529575,534,1390332.39,0.00
C1839099341,C1683016763,534,671516.68,0.00
C1728027611,C1170151190,534,492896.75,0.00
C602476051,C2044007748,535,606501.57,0.00
C1068111301,C124815861,535,72878.02,0.00
C723173004,C702315593,535,588173.24,0.00
C2132571279,C1626661706,536,116974.87,0.00
C1401632766,C1786081115,536,624686.04,0.00
C1429695579,C1381280025,536,232565.37,0.00
C774500664,C996012482,536,1567549.99,0.00
C219417445,C391747525,536,844213.81,0.00
C1799496993,C6772429,536,285382.07,0.00
C1437366708,C913630133,537,34238.20,0.00
C1649956184,C2125667405,537,340119.98,0.00
C1545516958,C121750661,537,2463190.90,0.00
C743926133,C1763736933,537,1504.73,0.00
C656541323,C1611688554,537,81278.73,0.00
C1561774472,C351398995,537,266546.68,0.00
C365708951,C805847256,537,26481.25,0.00
C1733889808,C370140887,537,254773.22,0.00
C1882162040,C991907314,537,127447.68,0.00
C1855947267,C1347484785,538,1392337.38,0.00
C913417990,C1582467338,538,2136099.59,0.00
C1447646431,C1137974608,538,202968.27,0.00
C985397867,C131807418,538,37436.78,0.00
C1147685648,C834380248,538,1253358.42,0.00
C1580456535,C1660535185,539,198888.16,0.00
C1091619735,C93455814,539,79594.91,0.00
C374837876,C369028557,540,3707342.38,0.00
C498197079,C1500413954,540,342970.95,0.00
C1191467360,C1694026164,540,1989311.31,0.00
C411433616,C1948800216,541,3297243.38,0.00
C127338416,C10331994,541,10000000.00,2629417.41
C784365883,C56816688,541,2629417.41,0.00
C172956459,C249062179,541,108755.28,0.00
C216622685,C937316720,541,107320.81,0.00
C866940482,C439777309,541,5512595.16,0.00
C946502860,C906453078,542,736521.51,0.00
C88290164,C161940442,542,7469051.14,0.00
C2086074232,C1381867054,542,161804.68,0.00
C319313160,C1921029903,542,1068398.61,0.00
C1707763066,C190447545,542,5166393.44,0.00
C694879733,C1164535816,543,74436.56,0.00
C2080854887,C2001477258,543,57204.07,0.00
C1229649217,C642148524,543,2558618.27,0.00
C1298652940,C2071037920,544,179997.78,0.00
C199245986,C140137302,544,25473.11,0.00
C1136118351,C296079246,544,412668.39,0.00
C322712513,C1339104095,546,99656.93,0.00
C1792498833,C1687427333,546,534158.52,0.00
C1068269457,C746567344,546,24773.86,0.00
C1678762755,C12936598,546,1634229.02,0.00
C41608153,C119014048,546,105097.16,0.00
C1886207550,C1120946694,547,594471.04,0.00
C1547608919,C165280484,547,82764.07,0.00
C666869003,C923969189,547,1139983.15,0.00
C1773081867,C69800552,547,400276.72,0.00
C107421923,C1049744431,548,126431.61,0.00
C1757307922,C141149199,549,1571565.56,0.00
C597797196,C1745977074,549,461442.52,0.00
C1776253219,C1312022060,549,21662.50,0.00
C625119726,C1881816007,549,1057053.60,0.00
C1683665748,C637708018,549,668473.23,0.00
C12589552,C589307049,549,29473.67,0.00
C662184778,C1740503020,550,342309.91,0.00
C546971696,C1910520742,550,21418.86,0.00
C1356014393,C855243703,550,1613281.82,0.00
C652160524,C305321296,550,85303.24,0.00
C25649787,C2011342961,551,879321.88,0.00
C1104531414,C1502819168,551,150924.76,0.00
C695007520,C2011756935,551,3774777.76,0.00
C397506007,C681255976,551,759257.55,0.00
C1375603076,C1520555708,551,407907.34,0.00
C1111837345,C119686502,551,483713.23,0.00
C363141515,C857107137,551,3227.06,0.00
C615350524,C493172655,551,1669143.57,0.00
C460547143,C830306578,551,813992.49,0.00
C1739041636,C1705990393,552,45116.24,0.00
C1070629899,C167129695,552,492003.04,0.00
C1785747825,C1989613920,552,692743.57,0.00
C2136556787,C926634161,552,221077.97,0.00
C359830573,C1906309397,552,22824.08,0.00
C777851401,C1452777690,553,1688761.08,0.00
C1413607654,C519703316,553,254528.76,0.00
C645970717,C10677720,553,151105.97,0.00
C1640049585,C542321512,553,244312.69,0.00
C357910633,C810398969,554,10000000.00,23576297.10
C292642955,C1916793179,554,10000000.00,13576297.10
C1110953726,C531811781,554,10000000.00,3576297.10
C193696150,C484597480,554,3576297.10,3576297.10
C2082156144,C1041223833,554,353785.26,0.00
C476581036,C919579772,554,9421856.87,0.00
C54370277,C108260141,554,1025082.07,0.00
C1733605801,C1430622047,554,2689.43,0.00
C1744798972,C815065594,554,346795.44,0.00
C1695141990,C1558094676,555,1235544.92,0.00
C147671870,C1370256031,555,2100951.58,0.00
C1663008947,C148355151,555,24424.67,0.00
C1746913772,C1225375125,556,788855.10,0.00
C1346698733,C302377152,556,544352.53,0.00
C1362477685,C396423191,556,227231.78,0.00
C593031414,C556669926,557,839077.79,0.00
C1958670415,C1200309573,557,188844.13,0.00
C171758172,C1650736473,557,74709.40,0.00
C137450034,C97544246,557,776303.43,0.00
C1661252377,C948382009,557,111467.61,0.00
C136906216,C560125098,557,3332748.16,0.00
C1887371650,C1518001557,557,131050.76,0.00
C1641144181,C1326956055,557,2719.66,0.00
C1888967333,C1312240019,557,643052.88,0.00
C44010556,C1705119196,557,3571807.73,0.00
C1364952326,C424812377,558,2190762.32,0.00
C350145239,C1384673123,558,316877.85,0.00
C189647886,C532681837,558,244519.75,0.00
C954298206,C18650773,558,4529.65,0.00
C441921841,C737006498,558,1268931.21,0.00
C955753523,C1528787754,558,209829.57,0.00
C434935992,C1007799922,558,889.76,0.00
C1780110867,C778584295,559,2517188.06,0.00
C190430667,C581503957,559,1431634.93,0.00
C651261892,C211349976,559,175290.91,0.00
C923707754,C1301961209,559,55539.89,0.00
C315492632,C1866365124,559,127564.33,0.00
C1578360070,C1156197482,560,91655.26,0.00
C1645658263,C1494621207,560,143275.81,0.00
C496377670,C1095351700,560,357882.83,0.00
C1573658797,C254901264,560,912117.82,0.00
C1166383807,C522357806,560,730677.50,0.00
C833791313,C586813963,561,1383818.98,0.00
C432306592,C1736640771,561,31945.44,0.00
C829335128,C897120803,561,2763025.35,0.00
C1340063228,C1532572341,561,285294.11,0.00
C114731289,C236726278,561,615954.92,0.00
C2059773310,C1170744604,561,348983.86,0.00
C140166215,C187205970,561,897131.97,0.00
C2139567516,C411313831,561,2329379.80,0.00
C599162880,C445922632,562,2305939.38,0.00
C1187969526,C962858341,562,6324299.91,0.00
C364617026,C1664077486,562,8208916.00,0.00
C959095165,C1685479165,562,8770.06,0.00
C394205756,C1002233012,562,203881.96,0.00
C1569153511,C1637089162,563,190662.70,0.00
C1876954807,C345453750,563,102371.12,0.00
C1454005383,C1762009463,563,1676936.79,0.00
C1198991662,C1959379782,563,96989.06,0.00
C1835277194,C372825955,563,1565621.39,0.00
C1857126069,C761148090,563,3200818.85,0.00
C639239126,C1290190637,563,25529.76,0.00
C174689091,C138574758,563,2905831.61,0.00
C1996751665,C533492345,563,633610.66,0.00
C209928657,C301674737,564,30245.46,0.00
C577087580,C660528098,564,2472250.47,0.00
C1236436870,C970108067,564,1246169.57,0.00
C1641639361,C236124320,564,3370781.65,0.00
C2084614974,C462703095,564,320977.49,0.00
